deviceid,latitude,longitude,datetime,leaving_datetime
261,37.5869525,127.01876565,2019-11-26 14:28:55,2019-11-26 20:26:07
261,37.6136115,127.0799635,2019-11-26 20:54:23,2019-11-26 22:15:14
261,37.61361225,127.07997900000001,2019-11-26 22:51:14,2019-11-26 23:44:10
261,37.613610449999996,127.07997599999999,2019-11-26 23:55:27,2019-11-27 02:51:25
261,37.61362,127.07998635,2019-11-27 03:11:41,2019-11-27 04:50:36
261,37.6136136,127.079976,2019-11-27 04:51:36,2019-11-27 05:34:26
261,37.61361275,127.07997705,2019-11-27 06:28:25,2019-11-27 07:47:59
261,37.6136202,127.0799808,2019-11-27 07:49:02,2019-11-27 09:07:49
261,37.5869548,127.018759,2019-11-27 09:57:43,2019-11-27 11:55:34
261,37.5869544,127.0187594,2019-11-27 11:55:34,2019-11-27 19:08:04
261,37.5405223,127.0718314,2019-11-27 19:35:57,2019-11-27 20:52:51
261,37.6136446,127.0800296,2019-11-27 21:16:18,2019-11-28 00:00:05
261,37.613603049999995,127.07997865,2019-11-28 00:01:14,2019-11-28 07:01:18
261,37.6136129,127.0799696,2019-11-28 07:02:36,2019-11-28 09:36:30
261,37.586953,127.0187599,2019-11-28 10:00:43,2019-11-28 13:02:01
261,37.5869536,127.0187654,2019-11-28 13:02:01,2019-11-28 14:00:57
261,37.5893257,127.016749,2019-11-28 14:00:57,2019-11-28 15:28:50
261,37.586955149999994,127.01876425,2019-11-28 15:46:13,2019-11-28 18:44:05
261,37.58498375,127.01959500000001,2019-11-28 18:44:05,2019-11-29 01:35:21
261,37.6136114,127.079977,2019-11-29 01:55:12,2019-11-29 08:35:40
261,37.6136459,127.08002705,2019-11-29 09:46:15,2019-11-29 10:55:05
261,37.61362445,127.0799705,2019-11-29 10:56:08,2019-11-29 11:40:09
261,37.586948,127.01877045,2019-11-29 12:14:36,2019-11-29 18:15:45
261,37.6136042,127.0799649,2019-11-29 19:36:13,2019-11-29 20:47:50
261,37.6136016,127.0799618,2019-11-29 20:49:02,2019-11-29 21:39:14
261,37.6136345,127.0799725,2019-11-29 21:40:24,2019-11-30 09:40:46
261,37.6136133,127.0799655,2019-11-30 09:55:22,2019-11-30 10:44:48
261,37.6136325,127.0799643,2019-11-30 12:08:02,2019-11-30 12:57:05
261,37.59056265,127.0111623,2019-11-30 14:21:10,2019-11-30 15:22:48
261,37.579667349999994,127.00117230000001,2019-11-30 15:53:39,2019-11-30 16:43:49
261,37.59054035,127.0111641,2019-11-30 17:24:02,2019-11-30 18:28:47
261,37.6136326,127.0799618,2019-11-30 19:43:17,2019-11-30 20:19:47
261,37.6136143,127.07996324999999,2019-11-30 20:21:02,2019-11-30 22:07:05
261,37.6136392,127.0800358,2019-11-30 22:16:07,2019-11-30 23:40:06
261,37.6136565,127.080018,2019-11-30 23:41:10,2019-12-01 02:09:05
261,37.6136103,127.0799966,2019-12-01 02:10:13,2019-12-01 09:03:19
261,37.613616,127.0800112,2019-12-01 09:04:51,2019-12-01 09:38:51
261,37.6136348,127.0799638,2019-12-01 11:05:15,2019-12-01 11:50:27
261,37.61361305,127.07996205,2019-12-01 12:21:02,2019-12-01 13:03:36
261,37.604775450000005,127.0403285,2019-12-01 13:36:06,2019-12-01 19:33:42
261,37.613642,127.0800032,2019-12-01 20:32:02,2019-12-02 09:35:33
261,37.586944450000004,127.0187648,2019-12-02 10:28:39,2019-12-02 12:18:58
261,37.5869549,127.01875925,2019-12-02 12:18:58,2019-12-02 14:48:07
261,37.586946049999995,127.0187433,2019-12-02 14:50:03,2019-12-02 18:24:35
261,37.6136332,127.0799665,2019-12-02 18:51:49,2019-12-02 21:29:53
261,37.6136787,127.0799934,2019-12-02 22:15:15,2019-12-03 09:02:29
261,37.586941,127.018768,2019-12-03 09:49:11,2019-12-03 13:49:15
261,37.5883446,127.0103106,2019-12-03 13:51:20,2019-12-03 20:01:50
261,37.61361425,127.07996754999999,2019-12-03 20:52:02,2019-12-03 22:48:05
261,37.61364135,127.07998545000001,2019-12-03 22:49:57,2019-12-04 02:56:05
261,37.6136183,127.079964,2019-12-04 02:57:19,2019-12-04 04:29:24
261,37.6136384,127.07999760000001,2019-12-04 05:04:04,2019-12-04 05:43:03
261,37.6136269,127.0799915,2019-12-04 05:56:03,2019-12-04 07:13:32
261,37.6136392,127.0799976,2019-12-04 07:14:43,2019-12-04 09:18:01
261,37.58694595,127.01876855,2019-12-04 10:20:05,2019-12-04 18:27:16
261,37.5916643,127.0171728,2019-12-04 18:29:47,2019-12-04 19:51:26
