deviceid,latitude,longitude,arrive_time,leaving_time
123,37.5380051,127.046223,2019-11-11 03:45:56,2019-11-11 07:08:56
123,37.544222950000005,127.04931875,2019-11-11 07:14:19,2019-11-11 08:11:55
123,37.538006,127.0462239,2019-11-11 08:14:47,2019-11-12 01:58:16
123,37.5442064,127.0493261,2019-11-12 02:06:37,2019-11-12 03:26:54
123,37.537923250000006,127.04623415,2019-11-12 03:28:31,2019-11-12 06:04:33
123,37.5379209,127.0462261,2019-11-12 07:09:40,2019-11-13 01:20:38
123,37.54418995,127.04931930000001,2019-11-13 01:28:32,2019-11-13 03:03:21
123,37.5401147,127.0531265,2019-11-13 03:06:09,2019-11-13 03:53:45
123,37.53792285,127.04623495,2019-11-13 04:02:07,2019-11-13 06:07:30
123,37.537921,127.0462238,2019-11-13 06:07:30,2019-11-14 01:15:48
123,37.54421335,127.049352,2019-11-14 01:26:17,2019-11-14 02:29:46
123,37.5379226,127.0462363,2019-11-14 02:50:47,2019-11-14 06:07:26
123,37.5379205,127.0462268,2019-11-14 07:30:50,2019-11-15 00:55:32
123,37.5666698,127.0328992,2019-11-15 01:47:43,2019-11-15 03:03:28
123,37.5379222,127.0462368,2019-11-15 03:41:09,2019-11-15 05:04:29
123,37.5442062,127.0493364,2019-11-15 05:13:03,2019-11-15 06:07:31
123,37.5379197,127.0462264,2019-11-15 06:25:50,2019-11-16 02:36:01
123,37.537572,127.05527144999999,2019-11-16 02:40:57,2019-11-16 03:25:37
123,37.537928550000004,127.04622685000001,2019-11-16 03:32:16,2019-11-16 06:34:53
123,37.5379212,127.0462193,2019-11-16 07:33:25,2019-11-17 03:23:18
123,37.53756625,127.0552601,2019-11-17 03:26:18,2019-11-17 04:02:29
123,37.537920549999996,127.04622675,2019-11-17 04:07:02,2019-11-17 12:11:35
123,37.5379217,127.04620815,2019-11-17 12:11:35,2019-11-18 01:50:57
123,37.5442131,127.0493405,2019-11-18 02:00:21,2019-11-18 03:05:15
123,37.5379209,127.0462366,2019-11-18 03:07:24,2019-11-18 05:41:17
123,37.5379225,127.0462262,2019-11-18 06:17:15,2019-11-19 01:39:48
123,37.5441383,127.0494028,2019-11-19 01:46:03,2019-11-19 03:13:34
123,37.5376662,127.0463832,2019-11-19 03:45:58,2019-11-19 10:18:48
