deviceid,latitude,longitude,year,week,category
61.0,37.5576075,127.0304874,2019.0,43.0,none
61.0,37.5588664,127.0321644,2019.0,43.0,종교>개신교
61.0,37.56002225,127.02992695,2019.0,43.0,none
61.0,37.5305233,127.14365715,2019.0,43.0,"교육,학문>고등학교"
61.0,37.5580704,127.0355523,2019.0,43.0,"쇼핑,유통>상가,아케이드"
61.0,37.56348435,127.0364298,2019.0,43.0,"공공,사회기관>구청"
61.0,37.4049107,126.9483511,2019.0,43.0,"스포츠,오락>종합운동장"
61.0,37.570393375,127.03382826250001,2019.0,44.0,none
61.0,37.55814656666667,127.03552930000001,2019.0,44.0,"쇼핑,유통>상가,아케이드"
61.0,37.561381850000004,127.03829622500001,2019.0,44.0,"한식>칼국수,만두"
61.0,37.5650955,127.0363356,2019.0,44.0,수선>구두수선
61.0,37.563485525,127.036563575,2019.0,44.0,"공공,사회기관>구청"
61.0,37.5415484,126.9499797,2019.0,44.0,none
61.0,37.5648814,126.987768,2019.0,44.0,none
