deviceid,latitude,longitude,year,week,category
319.0,37.500995,127.010915,2019.0,49.0,종교>개신교
319.0,37.637156,127.017309,2019.0,49.0,none
319.0,37.625386,127.01793,2019.0,49.0,"쇼핑,유통>슈퍼,마트"
319.0,37.642292,127.016529,2019.0,49.0,none
319.0,37.643845,127.021311,2019.0,49.0,none
319.0,37.6346285,127.0123565,2019.0,49.0,"교육,학문>대학원"
319.0,37.592762,127.01696,2019.0,49.0,none
319.0,37.586297200000004,127.0151779,2019.0,50.0,"교육,학문>고등학교"
319.0,37.586904200000006,127.0185608,2019.0,50.0,none
319.0,37.581863,127.017044,2019.0,50.0,"교육,학문>초등학교"
319.0,37.634668166666664,127.01242566666667,2019.0,50.0,"교육,학문>대학원"
319.0,37.625446000000004,127.017838,2019.0,50.0,"쇼핑,유통>슈퍼,마트"
319.0,37.63257225,127.01457575,2019.0,50.0,none
319.0,37.590897,127.01274599999999,2019.0,50.0,none
319.0,37.581863,127.021835,2019.0,50.0,none
319.0,37.640117,127.012906,2019.0,50.0,none
319.0,37.6372165,127.017137,2019.0,50.0,none
319.0,37.618078,127.021702,2019.0,50.0,양식>햄버거
319.0,37.5877545,127.007866,2019.0,50.0,none
319.0,37.5865155,127.0003665,2019.0,50.0,none
319.0,37.581233,127.002378,2019.0,50.0,none
319.0,37.5799815,127.0036555,2019.0,50.0,none
319.0,37.66285,127.012715,2019.0,50.0,"교통,운수>지하철,전철"
319.0,37.644863,127.033753,2019.0,50.0,주택>아파트
319.0,37.592084,127.01512,2019.0,50.0,none
319.0,37.585925,127.019548,2019.0,50.0,none
319.0,37.635171,127.019606,2019.0,50.0,"시설,건물>기업,빌딩"
319.0,37.626498,127.018148,2019.0,50.0,none
