deviceid,latitude,longitude,year,week,category
273.0,37.63611886666666,127.02282705,2019.0,48.0,none
273.0,37.566402000000004,126.97781773333332,2019.0,48.0,"공공,사회기관>특별,광역시청"
273.0,37.639375575,127.02257212500001,2019.0,48.0,none
273.0,37.581175325000004,127.002273025,2019.0,48.0,none
273.0,37.5683166,126.9786665,2019.0,48.0,"시설,건물>기업,빌딩"
273.0,37.4999865,126.8837328,2019.0,48.0,none
273.0,37.5915614,127.0171893,2019.0,48.0,none
273.0,37.5615122,127.03812175,2019.0,49.0,"한식>칼국수,만두"
273.0,37.5465973,127.0520204,2019.0,49.0,"시설,건물>기업,빌딩"
273.0,37.59296625,127.0163937,2019.0,49.0,none
273.0,37.5907099,127.0108235,2019.0,49.0,none
