deviceid,latitude,longitude,datetime,leaving_datetime
273,37.589307,127.0162978,2019-11-30 04:20:25,2019-11-30 06:11:11
273,37.58929365,127.0163268,2019-11-30 06:12:20,2019-11-30 08:03:11
273,37.5892848,127.0163091,2019-11-30 08:04:15,2019-11-30 08:37:36
273,37.58927705,127.01636925,2019-11-30 08:38:37,2019-11-30 12:40:06
273,37.5811737,127.0022764,2019-11-30 12:50:02,2019-11-30 14:07:00
273,37.58117695,127.00226964999999,2019-11-30 14:07:00,2019-11-30 16:30:50
273,37.6393749,127.0225747,2019-11-30 17:18:57,2019-11-30 19:12:02
273,37.63937625,127.02256955,2019-11-30 19:16:07,2019-11-30 20:16:19
273,37.6360781,127.0230147,2019-11-30 20:16:19,2019-11-30 20:48:18
273,37.6360877,127.0227343,2019-11-30 20:48:18,2019-12-01 00:07:29
