deviceid,latitude,longitude,cluster,address
95,37.5707118,127.0342019,0,성동장애인생활회관
95,37.5707128,127.0342015,0,성동장애인생활회관
95,37.5707004,127.0341837,0,성동장애인생활회관
95,37.5707003,127.0341821,0,성동장애인생활회관
95,37.5707106,127.0341834,0,성동장애인생활회관
95,37.57069975,127.0341819,0,성동장애인생활회관
95,37.57070085,127.0341832,0,성동장애인생활회관
95,37.57070005,127.0341822,0,성동장애인생활회관
95,37.5707025,127.0341743,0,성동장애인생활회관
95,37.5706991,127.0341819,0,성동장애인생활회관
95,37.5706986,127.0341808,0,성동장애인생활회관
95,37.5706993,127.034184,0,성동장애인생활회관
95,37.57070365,127.0341815,0,성동장애인생활회관
95,37.5706982,127.0341841,0,성동장애인생활회관
95,37.5706991,127.0341847,0,성동장애인생활회관
95,37.57071605,127.03418755,0,성동장애인생활회관
95,37.5706984,127.0341854,0,성동장애인생활회관
95,37.5706995,127.0341827,0,성동장애인생활회관
95,37.5706995,127.0341818,0,성동장애인생활회관
95,37.570698,127.0341819,0,성동장애인생활회관
95,37.57070345,127.0341962,0,성동장애인생활회관
95,37.5707044,127.0341938,0,성동장애인생활회관
95,37.5707037,127.0341937,0,성동장애인생활회관
