deviceid,latitude,longitude,arrive_time,leaving_time
403,37.510468200000005,126.90416465,2021-03-06 00:18:52,2021-03-06 06:43:01
403,37.51050265,126.90406225,2021-03-06 06:44:01,2021-03-06 10:12:02
403,37.51092745,126.9036629,2021-03-06 10:19:07,2021-03-06 11:48:07
403,37.5105248,126.9040633,2021-03-06 12:13:38,2021-03-06 14:39:18
403,37.5104669,126.9041636,2021-03-06 14:40:19,2021-03-06 15:55:09
403,37.5105026,126.9040434,2021-03-06 15:56:27,2021-03-06 20:02:04
403,37.510972100000004,126.90361215,2021-03-06 20:04:06,2021-03-06 20:41:46
403,37.51039125,126.9040959,2021-03-06 20:44:46,2021-03-06 21:21:23
403,37.5245622,126.87063365,2021-03-06 21:32:15,2021-03-06 23:38:32
403,37.5104243,126.9040899,2021-03-06 23:47:25,2021-03-07 03:46:54
