deviceid,latitude,longitude,datetime,leaving_datetime,cluster
104,37.56881395,127.03271095,2019-11-05 11:45:21,2019-11-05 14:02:41,0
104,37.5688225,127.0327679,2019-11-05 19:49:14,2019-11-08 13:49:30,0
104,37.5688173,127.0327406,2019-11-08 18:28:10,2019-11-08 21:23:05,0
104,37.56880845,127.0327272,2019-11-08 21:25:34,2019-11-08 22:14:17,0
104,37.5688208,127.0327322,2019-11-08 22:14:17,2019-11-09 16:40:24,0
104,37.5688071,127.032723,2019-11-09 17:57:23,2019-11-09 22:21:51,0
104,37.5688107,127.0327159,2019-11-09 22:23:23,2019-11-10 07:27:37,0
104,37.56880885,127.03270845,2019-11-10 07:29:19,2019-11-10 11:17:46,0
104,37.568821,127.0327204,2019-11-10 20:48:10,2019-11-11 16:37:35,0
104,37.5688353,127.0327457,2019-11-11 17:09:45,2019-11-12 12:10:59,0
104,37.5688263,127.0327311,2019-11-12 16:30:23,2019-11-13 13:20:55,0
