deviceid,latitude,longitude,datetime,leaving_datetime,cluster
94,37.5688116,127.0329677,2019-11-01 16:40:55,2019-11-01 17:56:43,0
94,37.56882515,127.0328679,2019-11-01 17:56:43,2019-11-01 19:05:14,0
94,37.568813250000005,127.03288275,2019-11-01 22:08:48,2019-11-02 09:46:32,0
94,37.5688144,127.0328716,2019-11-02 19:58:07,2019-11-03 12:28:08,0
94,37.5687988,127.0328168,2019-11-03 13:40:20,2019-11-03 17:05:18,0
94,37.5688502,127.0329211,2019-11-03 17:07:02,2019-11-04 11:02:36,0
94,37.5688608,127.0328861,2019-11-04 11:16:14,2019-11-04 12:05:02,0
94,37.5688441,127.032879,2019-11-04 12:06:02,2019-11-04 17:44:51,0
94,37.5688346,127.032891,2019-11-04 18:13:31,2019-11-04 19:13:42,0
94,37.5688078,127.0328675,2019-11-04 19:14:42,2019-11-04 21:31:19,0
94,37.5688245,127.0328798,2019-11-04 21:32:19,2019-11-05 04:13:20,0
94,37.568829050000005,127.03287845,2019-11-05 04:45:35,2019-11-05 11:53:37,0
94,37.5688759,127.0328448,2019-11-05 12:02:56,2019-11-05 15:10:49,0
94,37.5688396,127.0328896,2019-11-05 16:23:50,2019-11-06 09:19:05,0
94,37.56885145,127.03287025,2019-11-06 09:20:50,2019-11-06 09:58:23,0
94,37.56870245,127.03284065,2019-11-06 10:26:14,2019-11-06 11:28:47,0
94,37.5688298,127.0329101,2019-11-06 17:48:28,2019-11-07 10:00:27,0
94,37.5688082,127.0328625,2019-11-07 11:22:49,2019-11-07 13:24:00,0
94,37.56883525000001,127.0328781,2019-11-07 18:24:53,2019-11-08 13:54:14,0
94,37.56882865,127.03290505,2019-11-09 00:01:47,2019-11-09 10:29:21,0
94,37.56881055,127.03286655,2019-11-09 10:31:24,2019-11-09 12:21:44,0
94,37.568813,127.032868,2019-11-09 12:25:49,2019-11-09 13:14:47,0
94,37.5688214,127.0328662,2019-11-09 14:57:55,2019-11-09 21:58:30,0
94,37.5688096,127.0329151,2019-11-09 22:04:41,2019-11-10 10:20:20,0
94,37.5688553,127.0328297,2019-11-10 13:35:13,2019-11-10 17:07:54,0
94,37.5688932,127.0328432,2019-11-10 17:17:10,2019-11-10 19:18:14,0
94,37.568824,127.0328767,2019-11-10 22:21:49,2019-11-11 13:38:20,0
94,37.56887695,127.03283205,2019-11-11 14:55:31,2019-11-11 16:30:11,0
94,37.5688343,127.0328692,2019-11-11 16:30:11,2019-11-11 17:23:36,0
94,37.56878455,127.0328618,2019-11-11 17:24:36,2019-11-12 09:06:07,0
94,37.5688323,127.0328659,2019-11-12 09:11:16,2019-11-12 09:50:55,0
94,37.56871085,127.0327526,2019-11-12 11:41:20,2019-11-12 12:27:47,0
94,37.5688652,127.032841,2019-11-12 17:28:52,2019-11-12 18:01:38,0
94,37.5688295,127.0328971,2019-11-12 19:00:25,2019-11-13 10:55:44,0
94,37.56872835,127.0328532,2019-11-13 16:00:13,2019-11-13 19:23:51,0
94,37.5700861,127.0322815,2019-11-13 19:23:51,2019-11-13 20:36:25,0
94,37.5687041,127.03282205,2019-11-13 20:36:25,2019-11-14 11:34:34,0
94,37.56874985,127.0328526,2019-11-14 11:36:36,2019-11-14 13:46:05,0
94,37.56879805,127.0328971,2019-11-14 17:28:31,2019-11-14 22:11:26,0
94,37.5688187,127.0329502,2019-11-14 22:13:26,2019-11-15 09:38:21,0
94,37.5690333,127.032922,2019-11-15 12:36:19,2019-11-15 18:07:50,0
94,37.5688445,127.03293475,2019-11-15 20:26:09,2019-11-16 22:47:52,0
94,37.5688088,127.0329378,2019-11-17 02:55:24,2019-11-17 22:10:44,0
94,37.5688127,127.0329435,2019-11-17 22:11:46,2019-11-18 13:02:05,0
94,37.5687068,127.0328356,2019-11-18 13:58:31,2019-11-18 15:47:17,0
94,37.5697478,127.0342122,2019-11-18 16:19:00,2019-11-18 17:03:13,0
94,37.5684402,127.0326927,2019-11-18 17:03:13,2019-11-18 22:30:17,0
94,37.5686149,127.0327782,2019-11-18 22:42:29,2019-11-19 09:13:47,0
