deviceid,poi,count
94,"공공,사회기관",4
94,"쇼핑,유통",3
94,종교,2
94,"건강,의료",2
94,"카페,디저트",1
94,미용,1
94,주택,1
94,"생활,편의",1
94,"육류,고기요리",1
94,"임대,대여",1
94,수선,1
