deviceid,latitude,longitude,datetime,leaving_datetime,cluster
118,37.5410168,127.0723387,2019-11-08 14:47:51,2019-11-09 00:03:49,3
118,37.5390825,127.056695,2019-11-09 00:18:20,2019-11-09 05:02:06,0
118,37.5390883,127.05666665,2019-11-09 05:02:06,2019-11-09 05:38:53,0
118,37.5390928,127.0566302,2019-11-09 05:38:53,2019-11-09 06:37:52,0
118,37.5391071,127.0566902,2019-11-09 06:37:52,2019-11-09 11:17:35,0
118,37.5379635,127.077092,2019-11-09 11:50:27,2019-11-09 13:18:39,10
118,37.5390807,127.0567815,2019-11-09 14:58:30,2019-11-09 19:02:27,0
118,37.53912695,127.0566492,2019-11-09 19:42:16,2019-11-10 02:58:17,0
118,37.5391394,127.05667695,2019-11-10 03:17:21,2019-11-10 08:01:52,0
118,37.53919805,127.05682775,2019-11-10 08:01:52,2019-11-10 09:11:21,0
118,37.5390102,127.0566728,2019-11-10 09:14:04,2019-11-10 12:17:09,0
118,37.5309756,127.061834,2019-11-10 12:26:27,2019-11-10 13:14:17,1
118,37.5390617,127.0566541,2019-11-10 13:19:38,2019-11-10 18:53:46,0
118,37.5391067,127.0566679,2019-11-10 18:59:59,2019-11-11 09:10:24,0
118,37.5391604,127.0567922,2019-11-11 09:39:53,2019-11-11 11:09:06,0
118,37.53099435,127.06186845,2019-11-11 11:15:24,2019-11-11 12:05:04,1
118,37.539045900000005,127.0566225,2019-11-11 12:11:47,2019-11-11 20:08:01,0
118,37.5393643,127.0567428,2019-11-11 20:08:01,2019-11-11 20:40:21,0
118,37.5391387,127.0567027,2019-11-11 20:40:21,2019-11-12 07:43:33,0
118,37.5391012,127.056549,2019-11-12 07:43:33,2019-11-12 08:53:32,0
118,37.5390632,127.056678,2019-11-12 08:53:32,2019-11-12 10:56:47,0
118,37.5309723,127.0617675,2019-11-12 11:02:12,2019-11-12 11:55:23,1
118,37.5392244,127.0566864,2019-11-12 12:10:23,2019-11-12 15:14:17,0
118,37.5390999,127.0567328,2019-11-12 15:16:14,2019-11-12 15:53:28,0
118,37.539137800000006,127.05669655,2019-11-12 16:18:42,2019-11-12 18:44:35,0
118,37.5390632,127.05663455,2019-11-12 18:48:24,2019-11-12 21:28:02,0
118,37.539106,127.0565644,2019-11-12 21:49:04,2019-11-13 03:01:39,0
118,37.53911425,127.0566877,2019-11-13 03:05:37,2019-11-13 11:01:32,0
118,37.5391147,127.05671575,2019-11-13 11:59:38,2019-11-13 18:51:19,0
118,37.53915295,127.0566981,2019-11-13 19:05:59,2019-11-14 02:21:15,0
118,37.53911215,127.05669085,2019-11-14 02:27:15,2019-11-14 10:48:58,0
118,37.5309869,127.0618434,2019-11-14 10:54:29,2019-11-14 11:32:14,1
118,37.539110050000005,127.05673205,2019-11-14 11:41:11,2019-11-14 15:38:14,0
118,37.5391752,127.0567951,2019-11-14 15:38:14,2019-11-14 16:43:36,0
118,37.5391397,127.0567009,2019-11-14 16:43:36,2019-11-15 13:27:03,0
118,37.5390819,127.0564369,2019-11-15 14:43:00,2019-11-15 15:19:00,0
118,37.5391194,127.0566367,2019-11-15 16:16:33,2019-11-15 18:38:25,0
118,37.5391056,127.0566547,2019-11-15 18:56:49,2019-11-15 20:53:51,0
118,37.539106,127.0567366,2019-11-15 20:53:51,2019-11-15 23:04:53,0
118,37.5391299,127.0566891,2019-11-15 23:04:53,2019-11-16 00:26:16,0
118,37.539052,127.0566755,2019-11-16 00:26:16,2019-11-16 02:12:52,0
118,37.5391066,127.05669105,2019-11-16 02:12:52,2019-11-16 02:45:54,0
118,37.5391125,127.0566658,2019-11-16 02:47:09,2019-11-16 12:45:15,0
118,37.5391116,127.0566571,2019-11-16 13:51:23,2019-11-16 18:56:07,0
118,37.5391157,127.0566907,2019-11-16 18:58:12,2019-11-17 10:39:27,0
118,37.53910665,127.05669015,2019-11-17 10:48:23,2019-11-17 18:42:09,0
118,37.5381767,127.0559661,2019-11-17 19:18:45,2019-11-17 20:10:41,0
118,37.5391286,127.0566882,2019-11-17 20:35:30,2019-11-18 02:43:43,0
118,37.5391103,127.056633,2019-11-18 02:44:48,2019-11-18 11:05:16,0
118,37.53098185,127.06184685,2019-11-18 11:27:22,2019-11-18 12:13:21,1
118,37.5391875,127.05668165,2019-11-18 13:59:54,2019-11-18 16:33:59,0
118,37.5390933,127.0564922,2019-11-18 16:56:00,2019-11-18 19:56:03,0
118,37.53911645,127.0566861,2019-11-18 19:56:03,2019-11-19 10:57:10,0
118,37.53096465,127.06180645,2019-11-19 11:04:05,2019-11-19 11:53:40,1
118,37.5391246,127.05666525,2019-11-19 12:19:09,2019-11-19 16:56:28,0
118,37.5390436,127.05666265,2019-11-19 16:56:28,2019-11-19 18:43:33,0
118,37.5391369,127.0567042,2019-11-19 18:43:33,2019-11-20 04:10:57,0
118,37.5391269,127.0567117,2019-11-20 04:12:06,2019-11-20 08:50:46,0
118,37.5390637,127.0565778,2019-11-20 09:00:48,2019-11-20 10:39:10,0
118,37.5778263,127.0397861,2019-11-20 11:05:37,2019-11-20 11:54:14,9
118,37.5390996,127.0567136,2019-11-20 12:40:38,2019-11-20 13:57:05,0
118,37.59102765,127.09771815,2019-11-20 14:16:02,2019-11-20 18:20:05,2
118,37.5391152,127.0567287,2019-11-20 18:57:04,2019-11-21 02:28:18,0
118,37.53913195,127.0566712,2019-11-21 02:31:32,2019-11-21 08:48:45,0
118,37.539125,127.05673755,2019-11-21 08:52:53,2019-11-21 11:59:04,0
118,37.5309899,127.06187075,2019-11-21 12:26:42,2019-11-21 12:59:56,1
118,37.5391341,127.056698,2019-11-21 13:08:18,2019-11-22 01:47:36,0
118,37.53914335,127.05668265,2019-11-22 02:27:14,2019-11-22 10:04:45,0
118,37.5391298,127.0565218,2019-11-22 10:06:00,2019-11-22 10:43:48,0
118,37.5309706,127.0617775,2019-11-22 12:34:43,2019-11-22 13:23:23,1
118,37.5391321,127.0566905,2019-11-22 13:32:08,2019-11-23 13:44:13,0
118,37.5391724,127.056786,2019-11-23 14:55:12,2019-11-23 16:18:00,0
118,37.53911585,127.0566817,2019-11-23 16:20:11,2019-11-24 02:11:09,0
118,37.5391365,127.0566925,2019-11-24 02:16:36,2019-11-24 10:15:30,0
118,37.5390438,127.0567463,2019-11-24 10:20:55,2019-11-24 11:50:55,0
118,37.5391168,127.0566437,2019-11-24 13:00:04,2019-11-25 01:59:06,0
118,37.5391341,127.0566888,2019-11-25 02:01:00,2019-11-25 08:30:56,0
118,37.5390625,127.0567232,2019-11-25 08:38:57,2019-11-25 10:08:38,0
118,37.5390148,127.05659405,2019-11-25 10:11:38,2019-11-25 11:04:45,0
118,37.5391715,127.0566316,2019-11-25 12:38:26,2019-11-25 16:11:22,0
118,37.53912085,127.05670515,2019-11-25 16:12:34,2019-11-26 11:21:19,0
118,37.5391205,127.0562933,2019-11-26 12:20:33,2019-11-26 16:21:06,0
118,37.539104,127.0567043,2019-11-26 16:22:16,2019-11-26 18:26:10,0
118,37.53911095,127.0566548,2019-11-26 18:27:51,2019-11-27 08:26:44,0
