deviceid,latitude,longitude,year,week,category
51.0,37.52682398333334,126.91783688333334,2019.0,43.0,"사회,복지>장애인복지시설"
51.0,37.52821105,126.9180226,2019.0,43.0,"교통,운수>지하철,전철"
51.0,37.5607343,127.0380438,2019.0,43.0,"한식>칼국수,만두"
51.0,37.5656815,127.0549511,2019.0,43.0,none
51.0,37.5634828,127.03673875,2019.0,43.0,"공공,사회기관>구청"
51.0,37.5703675,127.0334463,2019.0,43.0,none
51.0,37.52688071,126.91792094,2019.0,44.0,"사회,복지>장애인복지시설"
51.0,37.79205479,128.92104935,2019.0,44.0,숙박>호텔
51.0,37.560741449999995,127.038054,2019.0,44.0,"한식>칼국수,만두"
51.0,37.56347965,127.03670895,2019.0,44.0,"공공,사회기관>구청"
51.0,37.570396349999996,127.03343985000001,2019.0,44.0,none
51.0,37.76416605,128.8994753,2019.0,44.0,none
51.0,37.641567300000006,128.57398235,2019.0,44.0,none
51.0,37.57071375,126.9736168,2019.0,44.0,none
51.0,37.56570955,127.05498965,2019.0,44.0,none
51.0,37.6039077,127.1399791,2019.0,44.0,주택>아파트
51.0,37.7825505,128.9294403,2019.0,44.0,none
51.0,37.6867968,129.0377977,2019.0,44.0,none
