deviceid,latitude,longitude,year,week,category
210.0,37.6001451,127.0138331,2019.0,47.0,none
210.0,37.58669005,127.01751495,2019.0,47.0,종교>개신교
210.0,37.61566765,127.0945832,2019.0,47.0,"시설,건물>기업,빌딩"
210.0,37.56510605,127.03636395,2019.0,47.0,수선>구두수선
210.0,37.5843035,127.020324,2019.0,47.0,none
210.0,37.5704818,126.98172415,2019.0,47.0,"음식점>술집>맥주,호프"
210.0,37.5702341,126.9877366,2019.0,47.0,"생활,편의>편의점"
210.0,37.56563505,127.05487655,2019.0,47.0,none
210.0,37.60463355,127.04567705,2019.0,48.0,"사회,복지>장애인복지시설"
210.0,37.6338637,126.9181019,2019.0,48.0,none
210.0,37.5648563,126.9879459,2019.0,48.0,"시설,건물>기업,빌딩"
210.0,37.5717838,127.034094,2019.0,48.0,"사회,복지>자활후견기관"
