deviceid,latitude,longitude,year,week,category
271.0,37.591736325,127.01731152500001,2019.0,48.0,none
271.0,37.6839179,126.77697606,2019.0,48.0,주택>아파트
271.0,37.6811035,126.7804075,2019.0,48.0,주택>아파트
271.0,37.6461482,126.79289392499999,2019.0,48.0,"건강,의료>종합병원"
271.0,37.58694375,127.01878375000001,2019.0,48.0,none
271.0,37.68196925,126.7693963,2019.0,48.0,"교통,운수>지하철,전철"
271.0,37.6001064,127.0314993,2019.0,48.0,"협회,단체>지역공동체"
271.0,37.5893254,127.0167432,2019.0,48.0,"공공,사회기관>구청"
271.0,37.58849135,127.01864515,2019.0,48.0,none
271.0,37.68136355,126.7783096,2019.0,48.0,none
271.0,37.6724328,126.7874029,2019.0,48.0,none
271.0,37.591749625000006,127.017305925,2019.0,49.0,none
271.0,37.58694225,127.018757,2019.0,49.0,none
271.0,37.5376912,127.0816809,2019.0,49.0,주택>아파트
271.0,37.5369482,127.08402525,2019.0,49.0,"건강,의료>메디컬센터"
271.0,37.6736727,126.7869958,2019.0,49.0,none
271.0,37.5449822,126.9517402,2019.0,49.0,none
271.0,37.52621795,126.9184969,2019.0,49.0,주택>아파트
271.0,37.52788795,126.91813635,2019.0,49.0,"교통,운수>지하철,전철"
271.0,37.6723837,126.7862676,2019.0,49.0,"교통,운수>지하철,전철"
271.0,37.64531915,126.79323495,2019.0,49.0,"건강,의료>종합병원"
271.0,37.6767088,126.7468345,2019.0,49.0,none
